report id,ip_id,ip,total_urls,url,date
651,169,5.10.65.138,21,https://www.riobetcasino.ru/tds/dkafuxkyd.cgi?5&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=riobet,2022-02-22
651,169,5.10.65.138,21,https://www.ludovodka.com/tds/eopr.cgi?3&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=ludovodka,2022-02-16
651,169,5.10.65.138,21,http://www.casinogenerator.ru/tds/uskzrvj.cgi?3&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=casinogenerator,2022-02-03
651,169,5.10.65.138,21,http://casinopokerdom.online/tds/eukipon.cgi?3&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=pokerdom,2022-01-28
651,169,5.10.65.138,21,https://justcasino.ru/tds/ugxuqyfez.cgi?3&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=justcasino,2021-12-17
651,169,5.10.65.138,21,https://www.casinoforums.ru/tds/uufufuxho.cgi?3&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=casinoforums,2021-12-17
651,169,5.10.65.138,21,http://www.casinoforums.ru/tds/uufufuxho.cgi?3&txiwy=0&elvmn=0&uheub=1&uaxvl=0&bonus=casinoforums,2021-12-17
651,170,66.199.234.170,0,NA,NA
651,171,69.65.43.70,1,http://69.65.43.70/,2018-11-14
668,172,22.250.166.222,0,NA,NA
668,173,167.156.220.15,0,NA,NA
669,174,200.225.216.18,3,http://200.225.216.18/apache2-default/...,2021-10-22
669,174,200.225.216.18,3,http://200.225.216.18/apache2-default/.../wab.exe,2014-12-19
669,174,200.225.216.18,3,http://200.225.216.18/apache2-default/.../kl.exe,2014-12-19
678,175,22.250.166.222,0,NA,NA
678,176,167.156.220.15,0,NA,NA
680,177,22.250.166.222,0,NA,NA
680,178,167.156.220.15,0,NA,NA
683,179,91.121.88.79,4,http://91.121.88.79/msn/Dave-HOME-OFF-D5F0AC,2018-03-22
683,179,91.121.88.79,4,http://91.121.88.79/msn/user-USE,2017-10-28
683,179,91.121.88.79,4,http://91.121.88.79/msn/Dave-HOME-OFF-D5F0A,2017-10-28
683,179,91.121.88.79,4,http://91.121.88.79:80/msn/Joe%20Maldive-JOE-8A81C76C9DF,2012-06-04
722,180,140.136.148.42,10,http://140.136.148.42/AWS416.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/ Kj5 Kj58A,2015-09-22
722,180,140.136.148.42,10,http://140.136.148.42/AWS465.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/ Kj5 Kj58A,2015-09-22
722,180,140.136.148.42,10,http://140.136.148.42/AWS311.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/ Kj5 Kj58A,2015-09-22
722,180,140.136.148.42,10,http://140.136.148.42/AWS471.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/ Kj5 Kj58A,2015-09-22
722,180,140.136.148.42,10,http://140.136.148.42/AWS259.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/ Kj5 Kj58A,2015-09-22
722,180,140.136.148.42,10,http://140.136.148.42/AWS311.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/+Kj5+Kj58A,2013-02-21
722,180,140.136.148.42,10,http://140.136.148.42/AWS259.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/+Kj5+Kj58A,2013-02-21
722,180,140.136.148.42,10,http://140.136.148.42/AWS471.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/+Kj5+Kj58A,2013-02-21
722,180,140.136.148.42,10,http://140.136.148.42/AWS416.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/+Kj5+Kj58A,2013-02-21
722,180,140.136.148.42,10,http://140.136.148.42/AWS465.jsp?8Bl3SGQJ1pvY0=LPI5RVjs9Kh/Dwh/HwjnH9IOmMndKCj/+Kj5+Kj58A,2013-02-21
764,181,69.50.214.57,0,NA,NA
765,182,213.23.243.210,0,NA,NA
765,183,213.33.116.41,0,NA,NA
765,184,75.151.32.182,3,http://75.151.32.182/,2013-08-05
765,184,75.151.32.182,3,http://75.151.32.182/flash.gif,2012-08-28
765,184,75.151.32.182,3,http://75.151.32.182/flash.gif,2012-06-22
765,185,200.6.218.194,3,http://200.6.218.194/,2014-09-29
765,185,200.6.218.194,3,http://200.6.218.194/flash.gif,2012-08-28
765,185,200.6.218.194,3,http://200.6.218.194/flash.gif,2012-06-22
786,186,128.100.195.241,0,NA,NA
786,187,128.100.195.250,0,NA,NA
786,188,141.251.30.134,0,NA,NA
786,189,161.53.97.57,0,NA,NA
786,190,185.4.124.170,0,NA,NA
786,191,193.158.240.10,0,NA,NA
786,192,193.222.73.227,243,https://www.swisscom.ch/de/privatkunden/hilfe/mail.html,2018-09-10
786,192,193.222.73.227,243,https://www.swisscom.ch/de/business/enterprise/partner.html,2018-09-10
786,192,193.222.73.227,243,https://www.swisscom.ch/fr/business/pme/partenaires-swisscom/logout-pex.html,2018-09-10
786,192,193.222.73.227,243,https://www.swisscom.ch/fr/business/enterprise/downloads/digitalisierung/hp/db003-swiss-it-digitalisierung-automatisierung.html?campID=NL_ENT_N_DB_ICT_STUDIE,2018-09-08
786,192,193.222.73.227,243,https://www.swisscom.ch/it/clienti-privati/internet-televisione-retefissa/swisscom-tv/tv-air.html,2018-09-07
786,192,193.222.73.227,243,https://www.swisscom.ch/de/privatkunden/internet-fernsehen-festnetz/digital-tv/tv-air.html,2018-09-07
786,192,193.222.73.227,243,https://www.swisscom.ch/fr/clients-prives/produits/portables/nokia-8-sirocco.html,2018-09-07
786,192,193.222.73.227,243,https://www.swisscom.ch/en/business/enterprise/subscription-management/profile-page.html?userId=%40pUzjd1jvvuv8VFFMmFiLlw%3D%3D,2018-09-07
786,192,193.222.73.227,243,https://www.swisscom.ch/en/business/enterprise/subscription-management/profile-page.html?userId=%40wmXd7Ex8xLEFhhh7J1YOlQ%3D%3D,2018-09-07
786,192,193.222.73.227,243,"http://nl.swisscom.com/r/?id=h353185e,d32346f,d365b3a&p1=en&p2=%40pUzjd1jvvuv8VFFMmFiLlw%3D%3D",2018-09-07
786,193,193.28.233.32,2,http://www.configsys.fr/achats-pc/,2014-04-05
786,193,193.28.233.32,2,http://config-systeme.fr/,2014-03-22
786,194,193.47.246.76,0,NA,NA
786,195,195.186.145.42,2,https://sam.sso.bluewin.ch/smevoip/SmeVoipLogin,2018-11-03
786,195,195.186.145.42,2,http://195.186.145.42/,2018-04-14
786,196,195.222.21.12,0,NA,NA
786,197,212.143.95.24,0,NA,NA
786,198,212.227.15.171,3,https://212.227.15.171,2020-12-16
786,198,212.227.15.171,3,http://212.227.15.171/,2019-11-28
786,198,212.227.15.171,3,http://212.227.15.171,2019-11-28
786,199,212.227.15.188,3,https://212.227.15.188,2020-12-16
786,199,212.227.15.188,3,http://212.227.15.188,2019-11-28
786,199,212.227.15.188,3,http://212.227.15.188/,2018-01-14
786,200,212.227.17.162,3,https://212.227.17.162,2021-10-18
786,200,212.227.17.162,3,http://212.227.17.162/,2019-11-28
786,200,212.227.17.162,3,http://212.227.17.162,2019-11-28
786,201,46.30.211.89,0,NA,NA
786,202,5.149.171.178,2,http://mail1.premgroup.com:8888/Login.jsp,2018-05-12
786,202,5.149.171.178,2,http://support.premgroup.com:8888/Login.jsp,2017-04-12
786,203,78.142.182.76,0,NA,NA
786,204,80.150.9.158,0,NA,NA
786,205,80.74.157.171,580,https://lesamisdespirou.com,2022-06-16
786,205,80.74.157.171,580,http://lesamisdespirou.com,2022-06-16
786,205,80.74.157.171,580,http://www.sp-uster.ch/,2022-06-11
786,205,80.74.157.171,580,https://www.hotwork-xix.com/_ximg2/?_xvjjq=2,2022-06-06
786,205,80.74.157.171,580,http://blanchimentdesdents.ch/,2022-04-04
786,205,80.74.157.171,580,https://www.aubergedelatour.ch,2022-02-21
786,205,80.74.157.171,580,https://marioeltoro.com,2022-01-31
786,205,80.74.157.171,580,http://marioeltoro.com,2022-01-31
786,205,80.74.157.171,580,https://click.radio,2022-01-12
786,205,80.74.157.171,580,http://click.radio,2022-01-12
786,206,81.19.149.32,0,NA,NA
786,207,86.35.0.126,1,http://webmail.adrem.ro/,2017-05-14
786,208,88.116.214.146,1,http://88.116.214.146:8443,2020-01-28
786,209,91.250.66.120,7,https://www.shsgm.com/en/ref9194/,2021-01-18
786,209,91.250.66.120,7,http://shs-cas.com/,2019-01-14
786,209,91.250.66.120,7,http://ink4live.com/,2018-04-28
786,209,91.250.66.120,7,http://ink4live.com/es/machines/sheetfedpress_2_colour_offset.html,2018-03-15
786,209,91.250.66.120,7,http://phplist.shsgm.com/,2017-12-06
786,209,91.250.66.120,7,http://www.shsgm.com/en/ref8752,2017-08-08
786,209,91.250.66.120,7,http://www.shsgm.com/,2017-03-29
787,210,58.65.235.153,4,http://58.65.235.153,2021-08-06
787,210,58.65.235.153,4,https://58.65.235.153,2021-08-06
787,210,58.65.235.153,4,http://58.65.235.153/~pozitive/logs/cfg.bin,2019-07-16
787,210,58.65.235.153,4,http://58.65.235.153/~logi/cfg.bin,2017-04-11
803,211,62.75.183.67,16,https://lpfndmarketing.com,2020-08-14
803,211,62.75.183.67,16,http://lpfndmarketing.com,2020-08-14
803,211,62.75.183.67,16,http://tech-platform.info/fastest-file-hosting-with-1gbps-speed/%C3%82%C2%A8,2019-09-22
803,211,62.75.183.67,16,http://tech-platform.info/fastest,2019-09-08
803,211,62.75.183.67,16,http://www.pure-technology.info,2017-09-21
803,211,62.75.183.67,16,http://pure-technology.info,2017-09-08
803,211,62.75.183.67,16,http://ctuam-nerro.net/favicon.ico,2014-09-24
803,211,62.75.183.67,16,http://ctuam-nerro.net/online/804/,2014-08-15
803,211,62.75.183.67,16,http://ctuam-nerro.net/online/529/,2014-06-26
803,211,62.75.183.67,16,http://ctuam-nerro.net/task/524/,2014-06-10
803,212,62.75.183.68,12,http://62.75.183.68:80,2020-12-20
803,212,62.75.183.68,12,http://certix-z3.com/online/526/,2014-09-24
803,212,62.75.183.68,12,http://certix-z3.com/task/525/,2014-06-26
803,212,62.75.183.68,12,http://certix-z3.com/task/526,2014-06-23
803,212,62.75.183.68,12,http://certix-z3.com/task/524/,2014-06-14
803,212,62.75.183.68,12,http://certix-z3.com/online/783/,2014-04-01
803,212,62.75.183.68,12,http://certix-z3.com/online/778/,2014-02-24
803,212,62.75.183.68,12,http://certix-z3.com/,2014-02-08
803,212,62.75.183.68,12,http://certix-z3.com/load,2014-02-03
803,212,62.75.183.68,12,http://certix-z3.com/load/?id=0&amp;p=2&amp;t=0&amp;e=0,2014-01-31
803,213,62.75.183.64,11,http://www.unitechno.info,2017-09-15
803,213,62.75.183.64,11,http://unitechno.info,2017-09-08
803,213,62.75.183.64,11,http://cbardorlerg45.org/online/528/,2014-09-25
803,213,62.75.183.64,11,http://cronzeg-bung8.com/online/601/,2014-08-01
803,213,62.75.183.64,11,http://cronzeg-bung8.com/,2014-07-30
803,213,62.75.183.64,11,http://cbardorlerg45.org/online/819/,2014-04-18
803,213,62.75.183.64,11,http://cronzeg-bung8.com/task/819/,2014-04-09
803,213,62.75.183.64,11,http://cronzeg-bung8.com/online/4/,2014-02-26
803,213,62.75.183.64,11,http://cbardorlerg45.org/,2014-02-20
803,213,62.75.183.64,11,http://cronzeg-bung8.com/task/4/,2014-02-20
803,214,62.75.183.65,17,http://crevedos78.org/task/528/,2014-09-16
803,214,62.75.183.65,17,http://crownsix5.com/online/4/,2014-08-07
803,214,62.75.183.65,17,http://crownsix5.com/online/528/,2014-06-30
803,214,62.75.183.65,17,http://crownsix5.com/online/529/,2014-06-20
803,214,62.75.183.65,17,http://crownsix5.com/online/524/,2014-06-19
803,214,62.75.183.65,17,http://62.75.183.65/,2014-06-18
803,214,62.75.183.65,17,http://crownsix5.com/task/820/,2014-06-11
803,214,62.75.183.65,17,http://crownsix5.com/task/818,2014-06-03
803,214,62.75.183.65,17,http://crownsix5.com/task/818,2014-06-03
803,214,62.75.183.65,17,http://crownsix5.com/online/805/,2014-05-28
803,215,62.75.183.66,25,http://duralkeks.com/,2015-02-06
803,215,62.75.183.66,25,http://cum-rebolt6.com/load/,2014-09-27
803,215,62.75.183.66,25,http://cum-rebolt6.com/online/,2014-08-15
803,215,62.75.183.66,25,http://cum-rebolt6.com/online/529/,2014-06-21
803,215,62.75.183.66,25,http://carenntolem8.biz/task/779/,2014-06-20
803,215,62.75.183.66,25,http://carenntolem8.biz/online/601/,2014-06-20
803,215,62.75.183.66,25,http://cum-rebolt6.com/task/524/,2014-06-10
803,215,62.75.183.66,25,http://cum-rebolt6.com/task/524/,2014-06-10
803,215,62.75.183.66,25,http://cum-rebolt6.com/task/805/,2014-05-13
803,215,62.75.183.66,25,http://cum-rebolt6.com/task/818/,2014-05-06
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/lists/wd534thmfwdbd/unsubscribe/so1034q9vv863/ls623rnng03ae/unsubscribe,2020-10-01
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/lists/block,2020-10-01
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/campaigns/to2055nfgpf13/track-opening/ry6405qh9h661,2020-07-28
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/campaigns/to2055nfgpf13/track-url/ry6405qh9h661/da0736574953d9caec12aab17fb573c0313ddac7,2020-07-28
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/campaigns/vy220ekd1maf5/track-url/xd472qae5ve92/ebdfc074a5c015e9f4df88cf4e8857eef9d0e24b,2020-07-22
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/campaigns/lh1493cyee7e8/track-url/yk9041vvob505/ceae8149b615186260fdf0d107ab351ef4084ce5,2020-07-09
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/campaigns/fj558rltwx91e/track-opening/kd083v0ytr715,2020-06-30
803,216,62.75.183.69,14,https://smuglobal-mail.com/sm/index.php/campaigns/fj558rltwx91e/track-url/kd083v0ytr715/14eeb5bd5e301f4b851a8ddccd95717d03392fad,2020-06-30
803,216,62.75.183.69,14,http://smuglobal-mail.com,2020-06-19
803,216,62.75.183.69,14,https://smuglobal-mail.com,2020-06-19
806,217,195.2.253.17,1,http://195.2.253.17/recycle/pictures/crab.bin,2013-03-23
809,218,94.23.25.68,0,NA,NA
809,219,94.23.30.10,4,http://94.23.30.10:4443/,2015-03-02
809,219,94.23.30.10,4,http://94.23.30.10:443/,2015-03-02
809,219,94.23.30.10,4,http://94.23.30.10/,2014-11-18
809,219,94.23.30.10,4,http://www.polyprepas.ma/includes/INSTALL.php,2013-10-09
809,220,94.23.30.29,1,http://94.23.30.29/,2017-04-12
812,221,92.241.174.17,0,NA,NA
819,222,239.255.255.250,19,http://239.255.255.250:50320/,2020-12-10
819,222,239.255.255.250,19,http://239.255.255.250/simply_loader.js,2020-05-10
819,222,239.255.255.250,19,http://239.255.255.250:190/,2019-04-15
819,222,239.255.255.250,19,http://239.255.255.250:1900/vevent,2019-03-05
819,222,239.255.255.250,19,http://239.255.255.250:34970/etc/linuxigd/gateconnSCPD.ctl,2018-09-03
819,222,239.255.255.250,19,http://239.255.255.250:5355/,2018-03-31
819,222,239.255.255.250,19,http://239.255.255.250/255.255.255.255,2018-03-29
819,222,239.255.255.250,19,http://239.255.255.250/main.php,2017-12-19
819,222,239.255.255.250,19,http://239.255.255.250/favicon.ic,2017-08-17
819,222,239.255.255.250,19,http://239.255.255.250:1900,2017-08-14
824,223,46.37.184.90,0,NA,NA
824,224,50.7.243.58,0,NA,NA
824,225,78.129.196.41,2,http://78.129.196.41/,2013-05-29
824,225,78.129.196.41,2,http://78.129.196.41/gd1xplu3IB/index.php,2013-03-08
824,226,78.159.121.164,1,http://78.159.121.164/,2021-11-26
824,227,94.75.243.136,0,NA,NA
825,228,91.220.131.147,2,https://91.220.131.147/,2016-07-14
825,228,91.220.131.147,2,http://91.220.131.147/,2016-07-07
825,229,65.49.8.96,1,http://65.49.8.96/,2016-12-01
833,230,193.169.219.77,166,http://193.169.219.77/u.php?41&000117&11-MWS03-NJQRRJGHURKKMOTEQQOJRSQMIROQQDSH&0000,2018-03-09
833,230,193.169.219.77,166,http://193.169.219.77/u.php?36&,2018-02-25
833,230,193.169.219.77,166,http://193.169.219.77/u.php,2015-10-15
833,230,193.169.219.77,166,http://193.169.219.77/,2014-10-12
833,230,193.169.219.77,166,http://193.169.219.77/dow23fsdcds.php?id=190&p=0&sid=0000,2014-10-12
833,230,193.169.219.77,166,http://193.169.219.77/dow23fsdcds.php?id=5&p=0&sid=0000,2014-10-12
833,230,193.169.219.77,166,http://193.169.219.77/dow23fsdcds.php?id=0&p=0&sid=0000,2014-10-12
833,230,193.169.219.77,166,http://193.169.219.77/dow23fsdcds.php?id=354&p=0&sid=0000,2014-10-12
833,230,193.169.219.77,166,http://193.169.219.77/u.php?53&amp;000389&amp;HANS-3-586-1-6-5898-1CD7&amp;0000,2013-03-17
833,230,193.169.219.77,166,http://193.169.219.77/u.php?53&amp;000390&amp;HANS-3-586-1-6-5898-1CD7&amp;0000,2013-03-17
833,231,193.169.219.76,1,http://193.169.219.76/,2017-01-30
833,232,193.169.219.72,4,http://193.169.219.72/u.php?41&000117&11-MWS03-NJQRRJGHURKKMOTEQQOJRSQMIROQQDSH&0000,2018-03-09
833,232,193.169.219.72,4,http://193.169.219.72/u.php,2018-02-25
833,232,193.169.219.72,4,http://193.169.219.72/u.php?36&,2018-02-25
833,232,193.169.219.72,4,http://193.169.219.72/dow23fsdcds.php?id=354&p=0&sid=0000,2014-10-12
847,233,88.80.13.119,0,NA,NA
870,234,178.216.50.245,1,http://178.216.50.245:55554,2020-04-24
902,235,66.235.120.66,4,http://66.235.120.66/ts?t=5796379355735591309,2021-10-20
902,235,66.235.120.66,4,http://66.235.120.66/ts?t=13600615904128807287,2021-10-20
902,235,66.235.120.66,4,http://66.235.120.66/ts,2018-01-02
902,235,66.235.120.66,4,http://66.235.120.66/,2017-06-11
902,236,66.235.120.67,1,http://66.235.120.67/,2017-06-11
917,237,192.210.51.175,6,http://192.210.51.175/server.exe,2015-06-04
917,237,192.210.51.175,6,http://192.210.51.175/,2014-02-20
917,237,192.210.51.175,6,http://192.210.51.175:8080/crisll.exe,2014-02-04
917,237,192.210.51.175,6,http://192.210.51.175:8080/360.exe,2014-01-21
917,237,192.210.51.175,6,http://192.210.51.175:88/ccv.exe,2013-09-15
917,237,192.210.51.175,6,http://192.210.51.175:8080/server.exe,2013-08-29
919,238,88.80.7.152,24,http://88.80.7.152/s9.php?s=9,2022-06-10
919,238,88.80.7.152,24,http://88.80.7.152/babynot/blfp.php?dxrzz=77445=1x644413x640,2020-01-17
919,238,88.80.7.152,24,http://88.80.7.152/cgi/dsiy.php?dsydm=5561671,2020-01-17
919,238,88.80.7.152,24,http://88.80.7.152/cgi/ffffffff.php?fff=4x4x4x4x4x70x,2020-01-17
919,238,88.80.7.152,24,http://88.80.7.152/cgi/raqfv.php?aqf=4x4x4x4x4x70x,2020-01-17
919,238,88.80.7.152,24,http://88.80.7.152/babymaybe/hwmcr.php?wmcrx=06166,2020-01-17
919,238,88.80.7.152,24,http://88.80.7.152/cgi/scrhxm.php?rhxm=4x4x4x4x4x70x,2020-01-17
919,238,88.80.7.152,24,http://88.80.7.152/cgi/tjo.php?ddddd=4x4x4x4x4x70x,2020-01-11
919,238,88.80.7.152,24,http://88.80.7.152/cgi/nd.php?iy=4x4x4x4x4x70x,2020-01-11
919,238,88.80.7.152,24,http://88.80.7.152/80,2018-06-01
944,239,175.118.124.53,88,http://175.118.124.53:8080/,2019-08-23
944,239,175.118.124.53,88,http://175.118.124.53/freedom/ca032f0443,2019-02-24
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/07896a4f7f,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/16141be837,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/7a50f206a6,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/7abb1bcbd1,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/933bc47fe2,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/ca032f0443,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/d3d1b2f8cf,",2018-06-01
944,239,175.118.124.53,88,"http://175.118.124.53:8080/freedom/b86a7c4890,",2018-06-01
945,240,255.255.255.255,75,http://255.255.255.255:80,2022-06-28
945,240,255.255.255.255,75,https://255.255.255.255:1500/ispmgr,2021-11-02
945,240,255.255.255.255,75,http://255.255.255.255/Down.exe,2021-09-30
945,240,255.255.255.255,75,https://255.255.255.255/moz-extension:/bf111777-55df-44d4-93e6-04f849b22bbc/?id=1c1e212c74.bf52,2021-02-01
945,240,255.255.255.255,75,https://255.255.255.255,2020-03-15
945,240,255.255.255.255,75,http://255.255.255.255:1234/udp/255.255.255.255,2020-02-14
945,240,255.255.255.255,75,http://255.255.255.255:1234/playlist,2020-02-14
945,240,255.255.255.255,75,http://255.255.255.255/bb.sh,2019-12-11
945,240,255.255.255.255,75,https://255.255.255.255/,2019-11-20
945,240,255.255.255.255,75,http://255.255.255.255:255/,2019-11-10
946,241,22.250.166.222,0,NA,NA
946,242,167.156.220.15,0,NA,NA
948,243,22.250.166.222,0,NA,NA
948,244,167.156.220.15,0,NA,NA
950,245,173.192.41.220,0,NA,NA
952,246,111.121.193.238,21,http://111.121.193.238/tsone/vowet11.dat?wv=3D51&=,2018-01-16
952,246,111.121.193.238,21,http://111.121.193.238/tsone/vowet11.dat,2016-07-10
952,246,111.121.193.238,21,https://111.121.193.238/,2014-09-26
952,246,111.121.193.238,21,http://111.121.193.238/icons/poweredby.png,2014-09-22
952,246,111.121.193.238,21,http://111.121.193.238:443/,2014-09-20
952,246,111.121.193.238,21,http://111.121.193.238/tsone/ajuno.php%20,2014-08-20
952,246,111.121.193.238,21,http://111.121.193.238/,2014-07-24
952,246,111.121.193.238,21,http://111.121.193.238/tsone/lusox4.dat?wv=3D51&b=,2014-07-02
952,246,111.121.193.238,21,http://111.121.193.238/tsone/ajuno.php,2014-06-08
952,246,111.121.193.238,21,http://111.121.193.238:80/tsone/ajuno.php,2014-03-25
952,247,123.45.67.89,9,http://123.45.67.89:81,2022-01-28
952,247,123.45.67.89,9,http://123.45.67.89/cgi-bin/abc.exe?a=123,2021-04-16
952,247,123.45.67.89,9,https://123.45.67.89,2021-01-20
952,247,123.45.67.89,9,http://123.45.67.89,2021-01-20
952,247,123.45.67.89,9,http://123.45.67.89:80/ReportService,2019-11-20
952,247,123.45.67.89,9,http://123.45.67.89/126,2019-11-11
952,247,123.45.67.89,9,https://123.45.67.89/,2019-10-31
952,247,123.45.67.89,9,http://123.45.67.89/%29,2013-12-30
952,247,123.45.67.89,9,http://123.45.67.89/,2013-04-03
952,248,188.190.114.19,6,http://188.190.114.19:443/,2018-11-08
952,248,188.190.114.19,6,http://188.190.114.19/rnm117.php,2018-05-14
952,248,188.190.114.19,6,http://188.190.114.19/rnm226.php,2018-05-12
952,248,188.190.114.19,6,http://188.190.114.19/,2018-01-18
952,248,188.190.114.19,6,http://188.190.114.19/tsone/ajuno.php,2017-12-15
952,248,188.190.114.19,6,http://188.190.114.19/tsone/lusox4.dat?wv=51&bt=32,2014-03-15
952,249,46.165.222.4,1,http://textilreinigung-waschbaer.at/,2018-10-31
952,250,88.165.132.183,0,NA,NA
958,251,22.250.166.222,0,NA,NA
958,252,167.156.220.15,0,NA,NA
966,253,188.240.47.45,13,http://188.240.47.45/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C070C42F77BD82039864D64B,2018-07-02
966,253,188.240.47.45,13,http://188.240.47.45/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C07DC42F77BD82039864D64B,2018-07-02
966,253,188.240.47.45,13,http://188.240.47.45/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C075C42F77BD82039864D64B,2018-07-01
966,253,188.240.47.45,13,http://188.240.47.45:443/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C374C52677BD82039864D64B/,2016-11-05
966,253,188.240.47.45,13,http://188.240.47.45:443/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C070C42F77BD82039864D64B,2016-11-03
966,253,188.240.47.45,13,http://188.240.47.45:443/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C374C52677BD82039864D64B,2014-06-29
966,253,188.240.47.45,13,http://188.240.47.45:443/7983F8E17E0ADB06900CC3E4F4C4E9648753CB9E678CF5026D2394065EF041FFA32B1B6BCDE33A8C6F393565B6B18529AB300B817F78805342F2FF8D170C7266C075C42F77BD82039864D64B,2014-03-02
966,253,188.240.47.45,13,http://188.240.47.45/935BA312D395E54172A9D2F348E9FB146A5834318F21D9ACD0C05C57D9CC5ED80E97F5B8F5218A43BB96D9D0EA9135ABC268684D760845FC88FD78B06567F8465ADDBC911351BCF7C099F8B1,2013-10-08
966,253,188.240.47.45,13,http://188.240.47.45:443/get/86febaca49e3ffab2c328871b0900b36.exe,2013-10-04
966,253,188.240.47.45,13,http://188.240.47.45:443/get/730cfe5a670a5684afbf75ebab908062.exe,2013-10-04
966,254,93.184.71.27,8,http://93.184.71.27/eset_upd/pre/,2020-03-19
966,254,93.184.71.27,8,http://93.184.71.27/eset_upd/sky/,2020-03-19
966,254,93.184.71.27,8,http://93.184.71.27/eset_upd/,2020-03-19
966,254,93.184.71.27,8,http://93.184.71.27/nod_eval/,2020-01-29
966,254,93.184.71.27,8,http://93.184.71.27/eset_eval,2019-09-09
966,254,93.184.71.27,8,http://93.184.71.27/eset_eval/,2018-05-26
966,254,93.184.71.27,8,http://93.184.71.27/,2017-12-22
966,254,93.184.71.27,8,http://93.184.71.27/eset_eval/update.ver,2013-01-12
974,255,22.250.166.222,0,NA,NA
974,256,167.156.220.15,0,NA,NA
975,257,188.229.90.134,1,http://188.229.90.134/,2013-04-27
981,258,22.250.166.222,0,NA,NA
981,259,167.156.220.15,0,NA,NA
982,260,22.250.166.222,0,NA,NA
982,261,167.156.220.15,0,NA,NA
1015,262,220.181.126.7,0,NA,NA
1015,263,124.238.243.51,0,NA,NA
1015,264,221.194.142.98,0,NA,NA
1015,265,125.39.100.74,1,http://125.39.100.74/,2013-06-28
1016,266,88.80.7.152,24,http://88.80.7.152/s9.php?s=9,2022-06-10
1016,266,88.80.7.152,24,http://88.80.7.152/babynot/blfp.php?dxrzz=77445=1x644413x640,2020-01-17
1016,266,88.80.7.152,24,http://88.80.7.152/cgi/dsiy.php?dsydm=5561671,2020-01-17
